# student = Enriketa Sogutlu			
# mail: esogutlu@beder.edu.al			
# language = sqi (Albanian)			
#description = Source text published in wikipedia                			
			
# sent_id = 1			
# text = Me poezinë e tij lirike dhe epike Naim Frashëri u bë poeti kombëtar i popullit shqiptar.			
# text_en = With his lyric and epic poetry Naim Frashëri became Albanian people's national poet.			
# lang = sqi			
brezi	generation	NOUN	Case=Nom|Definite=Def |Gender=Masc|Number=Sing
i		DET	Case=Nom|Definite=Def|Gender=Masc|Number=Sing|Det=Adj
ri	new	ADJ	Gender=Masc|Number=Sing
i	of	DET	Case=Nom|Definite=Def |Gender=Masc|Number=Sing
shkrimtarëve	writers	NOUN	Case=Gen|Definite=Def |Gender=Masc|Number=Plur
solli	brought	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|Voice=Act
një	a	DET	Gender=Fem
frymë	spirit	NOUN	Case=Acc|Definite=Ind |Gender=Fem|Number=Sing
të		DET	Case=Acc|Definite=Ind |Gender=Fem|Number=Sing|Det=adj
re	new	ADJ	Gender=Fem|Number=Sing
realiste	realistic	ADJ	Gender=Fem|Number=Sing
.		PUNCT	
			
# sent_id = 8			
# text = Librat e tij janë përkthyer në shumë gjuhë.			
# text_en = His books have been translated into many languages.			
# lang = al			
librat	books	NOUN	Case=Nom|Definite=Def |Gender=Masc|Number=Plur
e		DET	Case=Nom|Definite=Def |Gender=Masc|Number=Plur
tij	his	PRON	Case=Nom|Gender=Masc|Number=Plur|PronType=Poss
janë	have_been	AUX	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|Voice=Pass
përkthyer	translated	VERB	VerbForm=Part
në	into	ADP	Case=Acc
shumë	many	DET	Number=Plur
gjuhë	languages	NOUN	Case=Acc|Definite=Ind |Gender=Fem|Number=Plur
.	.	PUNCT	
			
# sent_id = 9			
# text = Arsimi është procesi i përvetësimit të njohurive, aftësive, vlerave, besimeve dhe zakoneve.			
# text_en = Education is the process of acquiring knowledge, skills, values, beliefs and habits.			
# lang = al			
arsimi	education	NOUN	Case=Nom|Definite=Def |Gender=Masc|Number=Sing
është	be	COP	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|Voice=Act
procesi	process	NOUN	Case=Nom|Definite=Def |Gender=Masc|Number=Sing
i	of	DET	Case=Nom|Definite=Def |Gender=Masc|Number=Sing
përvetësimit	acquiring	NOUN	Case=Gen|Definite=Def |Gender=Masc|Number=Sing
të	of	DET	Case=Gen|Definite=Def |Gender=Masc|Number=Sing
njohurive	knowledge	NOUN	Case=Gen|Definite=Def |Gender=Fem|Number=Plur
,	,	PUNCT	
aftësive	skills	NOUN	Case=Gen|Definite=Def |Gender=Fem|Number=Plur
,	,	PUNCT	
vlerave	values	NOUN	Case=Gen|Definite=Def |Gender=Fem|Number=Plur
,	,	PUNCT	
besimeve	beliefs	NOUN	Case=Gen|Definite=Def |Gender=Masc|Number=Plur
dhe	and	CCONJ	
zakoneve	habits	NOUN	Case=Gen|Definite=Def |Gender=Masc|Number=Plur
.	.	PUNCT	
			
# sent_id = 10			
# text = Arsimi i mesëm nuk është i detyrueshëm.			
# text_en = Secondary education is not compulsory.			
# lang = al			
arsimi	education	NOUN	Case=Nom|Definite=Def |Gender=Masc|Number=Sing
i		DET	Case=Nom|Definite=Def|Gender=Masc|Number=Sing|Det=Adj
mesëm	secondary	ADJ	Gender=Masc|Number=Sing
nuk	not	PART	Neg=True
është	be	COP	Aspect=Imp|Mood=Ind|Number=Singr|Person=3|Tense=Pres|Voice=Act
i		DET	Case=Nom|Definite=Def|Gender=Masc|Number=Sing|Det=Adj
detyrueshëm	compulsory	ADJ	Gender=Masc|Number=Sing
.	.	PUNCT	
