# student = Andrew Dyer		
# mail: andrew.dyer@uni-saarland.de		
# language = kea (Cape Verdean Creole / Kabuverdianu)		
# description = Data from The Atlas of Pidgin and Creole Structures Online (APICS), Structure dataset 32: Cape Verdean Creole of São Vicente, based on data compiled by Dominika Swolkien, Universidade de Cabo Verde.		
# url = https://apics-online.info/contributions/32		
		
		
# sent_id = 1		
# text = Na nha prinsip, koza k N gostá d'fazê senpr péska, senpr péska.		
# translation = A thing I liked to do from the very beginning was always fishing, always fishing.		
# speaker = PJL		
10	pô	put
11	na	PREP
12	vida	life
13	d’	PREP
14	már	sea
15	.	PUNCT
		
		
# sent_id = 12		
# text = A bosê enton ka bá pa skóla, ne?		
# translation = You didn’t go to school then, did you?		
# speaker = LL		
1	A	already
2	bosê	2.SG
3	enton	then
4	ka	NEG
5	bá	go
6	pa	to
7	skóla	school
8	,	PUNCT
9	ne	TAG
10	?	PUNCT
		
		
# sent_id = 13		
# text = Nau, N bá pa skóla, N tiv dos óne d'skola.		
# translation = No, I went to school; I had two years of schooling.		
# speaker = PJL		
1	Nau	no
2	,	PUNCT
3	N	1.SG
4	bá	go
5	pa	to
6	skóla	school
7	,	PUNCT
8	N	1.SG
9	tiv	had
10	dos	two
11	óne	year
12	d'	PREP
13	skola	school
14	.	PUNCT
		
		
# sent_id = 14		
# text = Kze k N fazê, N fazê so nha primera klás, fui so.		
# translation = What I did was to complete only my first grade, it was only this.		
# speaker = PJL		
1	Kze	what
2	k	COMP
3	N	1.SG
4	fazê	do
5	,	COMMA
6	N	1.SG
7	fazê	do
8	so	only
9	nha	1.SG.POSS
10	primera	first
11	klás	grade
12	,	COMMA
13	fui	COP
14	so	only
15	.	PUNCT
		
		
# sent_id = 15		
# text = Y manera k e vida d’péska?		
# translation = And how is the life of fishing?		
# speaker = LL		
1	Y	and
2	manera	way
3	k	COMP
4	e	COP
5	vida	life
6	d’	PREP
7	péska	fishing
8	?	PUNCT
		
		
# sent_id = 16		
# text = Vida d’péska na prinsip fui … éra grand koza, na prinsip.		
# translation = At the beginning the life of fishing was a big thing, in the beginning.		
# speaker = PJL		
1	Vida	life
2	d’	PREP
3	péska	fishing
4	na	PREP
5	prinsip	beginning
6	fui	COP.PST
7	…	PUNCT
8	éra	COP.PST
9	grand	big
10	koza	thing
11	,	COMMA
12	na	PREP
13	prinsip	beginning
14	.	PUNCT
		
		
# sent_id = 17		
# text = Agóra péska ka ta dá k pex … ta un bokód pok.		
# translation = But nowadays fishing isn't lucrative because the fish are a little scarce.		
# speaker = PJL		
1	Agóra	now
2	péska	fishing
3	ka	NEG
4	ta	PRS.HAB
5	dá	give
6	k	COMP
7	pex	fish
8	…	PUNCT
9	ta	COP
10	un	DET
11	bokód	little
12	pok	little
13	.	PUNCT
		
		
# sent_id = 18		
# text = Má tud jent te dzê purke un ves tinha mas pex agó ten pok.		
# translation = But everybody says that in past times there were a lot of fish and now there are few.		
# speaker = LL		
1	Má	but
2	tud	all
3	jent	people
4	te	PRS.HAB
5	dzê	say
6	purke	because
7	un	DET
8	ves	time
9	tinha	had
10	mas	more
11	pex	fish
12	agó	now
13	ten	have
14	pok	little
15	.	PUNCT
		
		
# sent_id = 19		
# text = Má modke, gó ten mas peskador?		
# translation = But why, are there more fishermen now?		
# speaker = LL		
1	Má	but
2	modke	why
3	,	PUNCT
4	gó	now
5	ten	have
6	mas	more
7	peskador	fisherman
8	?	PUNCT
